macro_cluster_id,micro_group_ids,n_micro_groups,n_dwellings,n_dense_micro_groups,n_intermediate_micro_groups,n_small_micro_groups,macro_group_type,selected_eps_m,selected_min_pts,selected_d_adj_m,selected_d_adj_safe_m,macro_hull_buffer_m,macro_link_max_boundary_distance_m,macro_nearest_dwelling_link_m,macro_corridor_width_m,nearest_macro_distance_m,isolation_ring_inner_m,isolation_ring_outer_m,context_area_m2,surveyed_area_m2,absence_area_m2,no_data_area_m2,surveyed_ratio,absence_ratio_in_surveyed,no_data_ratio,small_size_factor,spacing_factor,absence_enclosure_factor,surveyed_coverage_factor,isolation_score,size_support_factor,macro_structure_bonus,cluster_support,isolated_dwelling_weight
M57,N270,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,16.43943664445401,9.745013346067434,50,8816.690741788576,4289.621812552066,2948.663073754095,4167.905398116253,0.48653422675023567,0.6873946475015283,0.4727290000500507,1,0.5623196213506841,0.6873946475015283,0.48653422675023567,0.18806274958304622,0,0,0,0.18806274958304622
M58,N282,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,12.780919829022958,9.745013346067434,50,8816.690741788509,5512.116383216193,4098.190519943429,2992.2412615795797,0.6251910773154818,0.7434876615490164,0.3393837154111849,1,0.4371781195552237,0.7434876615490164,0.6251910773154818,0.20320994322689262,0,0,0,0.20320994322689262
M59,N286,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,22.066399144610443,9.745013346067434,50,8816.690741788003,3598.0005055690617,2545.6754477371105,5033.008708900741,0.40808968023748515,0.7075250389200501,0.5708500906180202,1,0.7547928484372047,0.7075250389200501,0.40808968023748515,0.21793410687380915,0,0,0,0.21793410687380915
M6,C8;C9,2,19,2,0,0,macro_settlement_complex_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,27.249422591236748,9.745013346067434,50,15313.343643560685,3686.9851717094134,3325.858152484165,10880.150806890882,0.24076943987734536,0.9020535742871412,0.7105013157244743,0,0.9320809055034339,0.9020535742871412,0.24076943987734536,0,1,0.9,1,0
M60,N288,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,1.487936155506616,9.745013346067434,50,8816.690741787943,4243.149067820277,2911.31674980339,4114.277737339376,0.4812632303988249,0.6861217231048037,0.4666464842459744,1,0.05089564281636985,0.6861217231048037,0.4812632303988249,0.016806003722124426,0,0,0,0.016806003722124426
M61,N29,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,70.52320448424943,9.745013346067434,50,8816.69074178825,786.9239682743743,593.3611083712372,7727.951090945901,0.08925389256817302,0.7540259698435717,0.8765137983481629,1,1,0.7540259698435717,0.08925389256817302,0.06729975290603063,0,0,0,0.06729975290603063
M62,N293,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,13.395646988145076,9.745013346067434,50,8816.690741787781,6340.772286358401,4519.863702386454,2016.1111005952719,0.719178257699971,0.7128254253997628,0.2286698217778772,1,0.4582051870166958,0.7128254253997628,0.719178257699971,0.2348982235733964,0,0,0,0.2348982235733964
M63,N294,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,1.487936155506616,9.745013346067434,50,8816.690741787887,4177.634319798797,2892.0116727702652,4176.732841033183,0.47383246641490323,0.692260607651641,0.47373021957512906,1,0.05089564281636985,0.692260607651641,0.47383246641490323,0.016694562328295946,0,0,0,0.016694562328295946
M64,N295,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,150.9660685056848,9.745013346067434,50,8816.690741789369,1593.0173345909163,1326.4074707858813,6816.800132573805,0.18068200203964618,0.8326384415185916,0.7731699264740592,1,1,0.8326384415185916,0.18068200203964618,0.15044278058875,0,0,0,0.15044278058875
M65,N296,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,12.494983511165634,9.745013346067434,50,8816.69074178772,1649.3075760440681,1111.3654131317178,6641.134061501564,0.18706651104671113,0.6738375723692323,0.7532456628001191,1,0.42739751663887116,0.6738375723692323,0.18706651104671113,0.05387450139308354,0,0,0,0.05387450139308354
M66,N297,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,19.976071568174948,9.745013346067434,50,8816.690741787444,1850.463043426515,1176.6185740817195,5899.039818021962,0.20988181366690004,0.6358508905441131,0.6690764132241781,1,0.6832920886057148,0.6358508905441131,0.20988181366690004,0.09118774680006334,0,0,0,0.09118774680006334
M67,N302,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,2.0954272257888387,9.745013346067434,50,8816.69074178675,1281.3264889908196,1097.9492175915593,6855.98967733417,0.14532963971594992,0.8568848197747873,0.7776148532510245,1,0.0716751960336186,0.8568848197747873,0.14532963971594992,0.008925766788309178,0,0,0,0.008925766788309178
M68,N303,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,2.0954272257888387,9.745013346067434,50,8816.690741787814,1248.1942616301799,1055.349944294681,6889.133608818711,0.14157174139206294,0.8455013588320474,0.7813740790710506,1,0.0716751960336186,0.8455013588320474,0.14157174139206294,0.008579456437421924,0,0,0,0.008579456437421924
M69,N304,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,30.54141095241788,9.745013346067434,50,8816.690741787876,2090.662069377664,1445.0483669519103,4690.080960981828,0.2371254851288697,0.6911917464413863,0.5319548000875847,1,1,0.6911917464413863,0.2371254851288697,0.1638991781919844,0,0,0,0.1638991781919844
M7,N100,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,14.316726623119983,9.745013346067434,50,8816.6907417892,2539.449312251217,473.11760638976216,3723.4304938587047,0.28802749088326063,0.18630716671810404,0.422316105090366,1,0.4897112028720292,0.18630716671810404,0.28802749088326063,0.02627867971220774,0,0,0,0.02627867971220774
M70,N305,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,23.30381514194861,9.745013346067434,50,8816.690741787988,813.2439054669793,252.23615224835441,7616.921730609625,0.09223913249134298,0.3101605195596466,0.8639207105800044,1,0.7971193168026046,0.3101605195596466,0.09223913249134298,0.022804736520944526,0,0,0,0.022804736520944526
M71,N313,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,12.494983511165634,9.745013346067434,50,8816.690741787364,1860.87988332165,1242.368747492148,6071.499422082497,0.21106330456867117,0.6676243634137919,0.6886369954325575,1,0.42739751663887116,0.6676243634137919,0.21106330456867117,0.06022501332742048,0,0,0,0.06022501332742048
M72,N314,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,13.001536239406985,9.745013346067434,50,8816.690741788188,514.2875757601834,114.0644199735779,8493.81718347078,0.05833113475588192,0.22179112494595263,0.9633792805290203,1,0.444724420504213,0.22179112494595263,0.05833113475588192,0.005753545696285837,0,0,0,0.005753545696285837
M73,N315,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,39.33089678535937,9.745013346067434,50,8816.690741788756,625.8234617838151,308.6200165356361,7315.652226691633,0.07098167329580693,0.49314229232627593,0.8297503497562184,1,1,0.49314229232627593,0.07098167329580693,0.035004065082249035,0,0,0,0.035004065082249035
M74,N316,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,111.8842163313949,9.745013346067434,50,8816.69074178723,603.4671018916918,496.6363957542495,7987.251128505063,0.06844598722642313,0.8229717812245947,0.9059239302393824,1,1,0.8229717812245947,0.06844598722642313,0.0563291160254053,0,0,0,0.0563291160254053
M75,N317,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,31.484424904426806,9.745013346067434,50,8816.690741786515,5620.563674078581,5265.5798398206225,2694.082568415981,0.6374913035613284,0.9368419512983893,0.3055661866018998,1,1,0.9368419512983893,0.6374913035613284,0.5972285967641487,0,0,0,0.5972285967641487
M76,N318,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,71.70223911469166,9.745013346067434,50,8816.690741787046,463.0200836495168,329.2237981859148,5832.547909840558,0.052516312209411546,0.7110356760142631,0.6615348185228922,1,1,0.7110356760142631,0.052516312209411546,0.03734097155359504,0,0,0,0.03734097155359504
M77,N319,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,133.62769588889026,9.745013346067434,50,8816.690741789374,1515.0249212223443,1392.1420840486996,6686.658477533848,0.17183600577498145,0.9188905506092263,0.7584090985340346,1,1,0.9188905506092263,0.17183600577498145,0.1578984819610629,0,0,0,0.1578984819610629
M78,N320,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,71.70223911469166,9.745013346067434,50,8816.690741786042,281.0972270836103,122.27635667621517,8378.175977550301,0.031882396163831754,0.4349966662596959,0.950263111514456,1,1,0.4349966662596959,0.031882396163831754,0.01386873604363773,0,0,0,0.01386873604363773
M79,N321,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,126.744818235197,9.745013346067434,50,8816.690741788017,6673.528581468272,6525.780372185838,1637.8156172569265,0.7569198894363041,0.9778605564539401,0.1857630788266459,1,1,0.9778605564539401,0.7569198894363041,0.7401621042752391,0,0,0,0.7401621042752391
M8,N103,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,22.967924650396455,9.745013346067434,50,8816.690741787308,1477.2129231810816,386.63937316022844,5781.322148947567,0.1675473220558514,0.26173570992570644,0.6557247291828663,1,0.785630004966081,0.26173570992570644,0.1675473220558514,0.034452324749952135,0,0,0,0.034452324749952135
M80,N322,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,126.744818235197,9.745013346067434,50,8816.69074178729,2645.039008159062,2266.9723863735385,4038.582188807911,0.3000036051647728,0.8570657670380987,0.45806100124015725,1,1,0.8570657670380987,0.3000036051647728,0.2571228199747409,0,0,0,0.2571228199747409
M81,N323,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,80.19460901307316,9.745013346067434,50,8816.690741787006,7480.534838155908,7397.722250863679,891.4536043744447,0.8484515400661223,0.9889295900515258,0.10110977355135867,1,1,0.9889295900515258,0.8484515400661223,0.8390588336961761,0,0,0,0.8390588336961761
M82,N324,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,54.18650937316172,9.745013346067434,50,8816.690741787635,8633.978953920097,8617.89652173832,0,0.9792766023876105,0.998137309313862,0,1,1,0.998137309313862,0.9792766023876105,0.9774525129811903,0,0,0,0.9774525129811903
M83,N325,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,20.490502104294023,9.745013346067434,50,8816.69074178967,4891.003432108398,4468.737690854131,3354.607632764645,0.5547436759833078,0.9136648037328737,0.38048375870374523,1,0.7008884570542223,0.9136648037328737,0.5547436759833078,0.3552451545427609,0,0,0,0.3552451545427609
M84,N331,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,16.298176570228836,9.745013346067434,50,8816.690741789846,5835.877991808392,5448.602333883565,1934.321894631631,0.6619125205500483,0.933638835755574,0.21939318858755288,1,0.5574877458327925,0.933638835755574,0.6619125205500483,0.34452031062613886,0,0,0,0.34452031062613886
M85,N332,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,57.474184724778674,9.745013346067434,50,8816.690741787166,7165.839358103829,6994.183862639465,1066.1101977295693,0.8127583883759196,0.9760453051085719,0.12091954101062935,1,1,0.9760453051085719,0.8127583883759196,0.7932890091619257,0,0,0,0.7932890091619257
M86,N333,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,54.18650937316172,9.745013346067434,50,8816.690741787468,7311.806404900075,7225.140247522801,1088.9136727591049,0.8293141518784521,0.9881470935391296,0.12350593943350019,1,1,0.9881470935391296,0.8293141518784521,0.8194843688095608,0,0,0,0.8194843688095608
M87,N334,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,30.923608311730497,9.745013346067434,50,8816.690741787974,1290.1818658143382,829.2451988425738,6969.106765097473,0.14633402753930516,0.6427351219350538,0.7904447336534545,1,1,0.6427351219350538,0.14633402753930516,0.09405401903372282,0,0,0,0.09405401903372282
M88,N335,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,13.001536239406985,9.745013346067434,50,8816.690741787099,559.1914703279269,165.47000473375837,8485.410868000403,0.0634241901757554,0.29590938616556817,0.962425825801445,1,0.444724420504213,0.29590938616556817,0.0634241901757554,0.008346504841921454,0,0,0,0.008346504841921454
M89,N336,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,17.722328201039502,9.745013346067434,50,8816.690741787581,1755.4298960463227,1146.8092616098602,6055.14223066977,0.19910303621360886,0.6532925434349547,0.6867817424933396,1,0.6062016052613988,0.6532925434349547,0.19910303621360886,0.07885017583996437,0,0,0,0.07885017583996437
M9,N119,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,4.888137721568177,9.745013346067434,50,8816.690741787832,2781.987418701467,2611.488864187392,5616.1876009460875,0.31553646375684724,0.9387133984259147,0.6369949639185425,1,0.16720133494534986,0.9387133984259147,0.31553646375684724,0.049524752208616706,0,0,0,0.049524752208616706
M90,N337,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,4.005066415394846,9.745013346067434,50,8816.690741787948,1339.549651821896,771.8461936761529,6644.622146583828,0.15193338306320667,0.5761982712819786,0.7536412857366885,1,0.13699541407028365,0.5761982712819786,0.15193338306320667,0.011993092646435945,0,0,0,0.011993092646435945
M91,N338,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,4.005066415394846,9.745013346067434,50,8816.690741786926,1180.5709646547896,632.555529298648,6964.1436766076995,0.13390182317039248,0.5358047489196157,0.7898818140009115,1,0.13699541407028365,0.5358047489196157,0.13390182317039248,0.00982876786729081,0,0,0,0.00982876786729081
M92,N339,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,66.65983181833988,9.745013346067434,50,8816.690741788092,4323.225862058155,4008.9927757969695,3539.3263853813205,0.4903456397271083,0.9273151354364843,0.4014347887474522,1,1,0.9273151354364843,0.4903456397271083,0.45470493331423295,0,0,0,0.45470493331423295
M93,N340,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,111.8842163313949,9.745013346067434,50,8816.690741787279,715.997517828162,637.6583775506958,7871.781268008898,0.081209326582665,0.8905874136057167,0.8928271954351398,1,1,0.8905874136057167,0.081209326582665,0.0723240041219176,0,0,0,0.0723240041219176
M94,N346,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,23.615619303908165,9.745013346067434,50,8816.690741786619,1699.5347863341262,1181.3115358912662,6358.006298444102,0.1927633435387722,0.6950793507671233,0.7211329607275884,1,0.8077847430018542,0.6950793507671233,0.1927633435387722,0.1082317009149947,0,0,0,0.1082317009149947
M95,N347,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,17.722328201039502,9.745013346067434,50,8816.690741787623,2063.9895724090097,1325.6405230018986,5501.917002134085,0.2341002574386007,0.6422709400874839,0.6240342508620811,1,0.6062016052613988,0.6422709400874839,0.2341002574386007,0.09114592272523972,0,0,0,0.09114592272523972
M96,N348,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,30.923608311730497,9.745013346067434,50,8816.690741788876,870.2575123632424,460.1585161859963,7647.245293724925,0.09870568650417132,0.5287613259854604,0.8673600467212629,1,1,0.5287613259854604,0.09870568650417132,0.05219174967825079,0,0,0,0.05219174967825079
M97,N349,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,36.28900432686696,9.745013346067434,50,8816.690741786582,8816.690741787399,8716.690741787399,0,1,0.9886578759617776,0,1,1,0.9886578759617776,1,0.9886578759617776,0,0,0,0.9886578759617776
M98,N350,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,36.28900432686696,9.745013346067434,50,8816.69074178714,8816.690741787712,8716.690741787712,0,1,0.988657875961778,0,1,1,0.988657875961778,1,0.988657875961778,0,0,0,0.988657875961778
M99,N351,1,1,0,0,1,small_or_isolated_candidate,14,4,9.745013346067434,9.745013346067434,5,100,80,20,8.148233543901927,9.745013346067434,50,8816.69074178833,5296.993275110073,3560.7793639078955,2916.6231333438054,0.6007915475592217,0.6722265215324257,0.33080701351130903,1,0.27871463604135266,0.6722265215324257,0.6007915475592217,0.11256392602400013,0,0,0,0.11256392602400013
