group_id_1,group_id_2,n_shuseki_1,n_shuseki_2,interim_group_type_1,interim_group_type_2,centroid_distance_m,both_linkable_size,at_least_one_dense,centroid_preselect,pair_size_score_pre,evaluate_pair,evaluate_order,detailed_evaluation_selected,pair_generation_method
N137,N20,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1469.770309679768,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1470.6557459128296,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N50,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1471.1323888387399,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N122,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1471.4937066426878,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1471.765962602742,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N304,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1472.3420960865315,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N123,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1472.7532170550244,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1474.0334750651805,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N21,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1474.6073837443357,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N121,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1475.0246607481993,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1477.233362377101,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N212,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1477.2927372918148,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N296,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1477.796267918051,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1478.2571130426281,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N294,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1478.4802384391187,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1479.2576885021622,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N19,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1479.3469426794527,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N31,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1480.120226034587,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N51,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1481.1730675325632,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N52,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1481.7194358149768,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1482.1982376241751,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1483.9477255449476,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N207,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1484.1507759447356,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N21,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1485.2996467464197,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N20,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1486.1010610498156,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1487.751092330631,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1489.0375034819758,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N62,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1489.5862825086035,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N30,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1490.6745373295983,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1490.9602110189828,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N294,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1492.0166378698166,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N182,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1492.3447631062727,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N21,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1492.6792901684303,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N20,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1493.248200080242,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N146,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1494.6736279812635,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1496.000665459492,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N212,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1496.8317973865394,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1497.2172787498155,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N296,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1499.1676661752135,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1500.167361084469,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N207,N22,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1500.4509649824854,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1500.5699226213583,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1501.288370517385,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N50,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1502.7394552384826,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N49,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1502.852583282686,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N119,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1503.7228552630056,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N63,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1504.104357330748,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N66,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1504.1804479618022,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1504.5972098238062,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N19,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1504.869965710384,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N142,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1507.1465781638765,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N30,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1508.5293055355428,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N300,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1508.5597977803352,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N20,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1509.7891318645927,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N305,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1510.0414161708673,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N31,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1510.3142934025645,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N120,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1510.731561340993,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N71,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1511.4539587273584,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N24,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1511.904817210268,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1514.393479962496,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1515.6290712928073,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N107,N137,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1516.0758365944064,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N148,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1517.5256435123592,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N141,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1518.4462912392064,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N49,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1518.7042520301952,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1519.419439601841,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1519.5472392066092,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N133,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1520.5180372790035,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N50,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1521.1812356926173,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N145,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1521.2049002535678,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N22,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1521.5728986752513,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N140,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1523.0118378788109,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N304,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1525.2388332001603,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N132,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1526.0586649946424,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N157,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1526.7711180717702,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N131,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1527.327838868659,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N49,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1527.4719245196875,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1529.423000095411,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1529.6016410602072,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N24,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1530.0663181121588,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N50,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1530.1785065250656,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N19,N206,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1532.4854874049324,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1532.8630918403328,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1533.0642943103453,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1533.1114027176525,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N145,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1534.2455193318021,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1534.696743643624,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1534.8049258250592,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N147,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1535.0301454076248,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N150,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1536.1609752757045,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N207,N71,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1537.0517423966683,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1538.1698483873522,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N133,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1540.3901820497908,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N22,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1540.8765940770263,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N212,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1541.2356002135575,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1543.258036679296,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N21,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1543.5250243469436,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N22,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1544.2039840229993,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N21,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1544.2574441559784,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N157,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1545.2320296481687,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N104,N137,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1546.1798887297261,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N22,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1546.299177697796,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N17,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1546.558205195899,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1547.5896210060723,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N18,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1547.622428196194,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N94,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1547.71238670234,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1549.017361825886,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N135,N93,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1549.3039485653728,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1549.8786637014068,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N152,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1551.8181632248363,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N136,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1552.2766802408285,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N61,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1552.9613405416296,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1554.5890984749371,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N153,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1555.463729077846,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1557.6684672637068,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1558.813511670397,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1558.877241279454,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N21,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1559.6488319905118,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N20,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1560.1528829267434,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N20,N206,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1560.48120639629,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N24,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1560.5597242185002,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N128,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1562.0838878781958,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1562.5387233158012,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1562.5629664194626,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N20,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1562.6475320054851,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N127,N34,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1563.8947438904263,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N114,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1563.9048196927833,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1564.5454561972813,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N24,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1564.6161607878541,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1565.4645189533294,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N206,N24,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1565.5092440216954,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N93,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1566.1519949820276,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N132,N33,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1566.8310000174336,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N61,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1567.2943643932424,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N152,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1570.26137686045,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N308,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1571.3225702859877,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N292,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1572.9433278860795,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N259,N67,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.2392012276773,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.253170294502,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N96,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.7269862877683,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N65,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.7320470815853,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N11,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.8314492585437,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N153,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1573.8952370688203,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N62,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1574.3621400770087,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1574.7856634612356,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1575.159584479813,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N294,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1575.3740160208206,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1575.570255616191,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1576.0312988490334,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N32,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1578.968547528398,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N66,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1580.6164874506164,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N137,N63,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1581.6004673075754,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N133,N31,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1582.0403149310862,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N142,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1582.6614843053787,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N65,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1583.3889352201982,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N30,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1583.9226784070668,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N308,N35,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1584.3848956286176,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N113,N71,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1584.7811277107342,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N182,N93,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1585.7448043568554,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N92,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1586.2234850486975,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N10,N151,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1586.4372709988459,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N151,N95,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1586.583486874631,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N114,N22,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1587.9492953300735,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N120,N36,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1589.5174069911664,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
N148,N68,1,1,small_or_isolated_candidate,small_or_isolated_candidate,1591.20575535253,FALSE,FALSE,FALSE,0.125,FALSE,NA,FALSE,all_pairs_combn
