group_id_1,group_id_2,n_dwellings_1,n_dwellings_2,interim_group_type_1,interim_group_type_2,centroid_distance_m,both_linkable_size,at_least_one_dense,centroid_preselect,pair_size_score_pre,evaluate_pair,evaluate_order,detailed_evaluation_selected,pair_generation_method
C10,N316,7,1,dense_candidate,small_or_isolated_candidate,827.4660674963283,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N230,7,1,dense_candidate,small_or_isolated_candidate,828.6131880567201,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N350,7,1,dense_candidate,small_or_isolated_candidate,841.1856728208578,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N223,7,1,dense_candidate,small_or_isolated_candidate,859.6285555453837,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N224,7,1,dense_candidate,small_or_isolated_candidate,862.4081663073678,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N226,7,1,dense_candidate,small_or_isolated_candidate,862.5764574726924,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N150,7,1,dense_candidate,small_or_isolated_candidate,872.4125214861542,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N349,7,1,dense_candidate,small_or_isolated_candidate,873.9635500144495,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N361,7,1,dense_candidate,small_or_isolated_candidate,882.9312674787114,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N339,7,1,dense_candidate,small_or_isolated_candidate,884.7515923823073,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N324,7,1,dense_candidate,small_or_isolated_candidate,886.4624103905766,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N232,7,1,dense_candidate,small_or_isolated_candidate,888.6464130104297,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N350,7,1,dense_candidate,small_or_isolated_candidate,890.4277018966592,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N239,7,1,dense_candidate,small_or_isolated_candidate,893.5259132952449,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N322,7,1,dense_candidate,small_or_isolated_candidate,905.2190276487737,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N325,7,1,dense_candidate,small_or_isolated_candidate,913.0831642604677,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N331,7,1,dense_candidate,small_or_isolated_candidate,914.9940880568844,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N333,7,1,dense_candidate,small_or_isolated_candidate,915.9036312661885,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N179,7,1,dense_candidate,small_or_isolated_candidate,917.4297939211481,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N349,7,1,dense_candidate,small_or_isolated_candidate,924.5522349973236,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N324,7,1,dense_candidate,small_or_isolated_candidate,928.4051281348811,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N79,7,1,dense_candidate,small_or_isolated_candidate,929.6085980846635,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N78,7,1,dense_candidate,small_or_isolated_candidate,929.8417916352464,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N77,7,1,dense_candidate,small_or_isolated_candidate,930.3004938208686,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N80,7,1,dense_candidate,small_or_isolated_candidate,937.5740178192584,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N21,7,1,dense_candidate,small_or_isolated_candidate,939.058704517817,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N89,7,1,dense_candidate,small_or_isolated_candidate,939.723443774721,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N87,7,1,dense_candidate,small_or_isolated_candidate,946.6223343935646,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N158,7,1,dense_candidate,small_or_isolated_candidate,948.0115144619086,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N86,7,1,dense_candidate,small_or_isolated_candidate,948.7790693533434,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N321,7,1,dense_candidate,small_or_isolated_candidate,952.2396478341483,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N103,7,1,dense_candidate,small_or_isolated_candidate,952.7127944103303,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N333,7,1,dense_candidate,small_or_isolated_candidate,953.2518126315841,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N173,7,1,dense_candidate,small_or_isolated_candidate,957.2260781919015,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N358,7,1,dense_candidate,small_or_isolated_candidate,962.1750279235223,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N359,7,1,dense_candidate,small_or_isolated_candidate,963.3913640619916,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N332,7,1,dense_candidate,small_or_isolated_candidate,967.4374497754512,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N183,7,1,dense_candidate,small_or_isolated_candidate,979.4899205822495,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N81,7,1,dense_candidate,small_or_isolated_candidate,981.7106785238026,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N88,7,1,dense_candidate,small_or_isolated_candidate,981.7312909638598,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N76,7,1,dense_candidate,small_or_isolated_candidate,981.894716157514,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N82,7,1,dense_candidate,small_or_isolated_candidate,987.2100825021982,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N368,7,1,dense_candidate,small_or_isolated_candidate,988.9317181146173,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N356,7,1,dense_candidate,small_or_isolated_candidate,991.765049355706,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N367,7,1,dense_candidate,small_or_isolated_candidate,997.704486285275,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N83,7,1,dense_candidate,small_or_isolated_candidate,1005.0080732542382,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N332,7,1,dense_candidate,small_or_isolated_candidate,1006.957823823468,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N84,7,1,dense_candidate,small_or_isolated_candidate,1007.5155484292467,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N100,7,1,dense_candidate,small_or_isolated_candidate,1025.4848414348073,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N321,7,1,dense_candidate,small_or_isolated_candidate,1030.7760006586118,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N174,7,1,dense_candidate,small_or_isolated_candidate,1061.7830603169505,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N348,7,1,dense_candidate,small_or_isolated_candidate,1066.88774351428,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N154,7,1,dense_candidate,small_or_isolated_candidate,1091.7129493312618,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N155,7,1,dense_candidate,small_or_isolated_candidate,1094.0772739702256,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N334,7,1,dense_candidate,small_or_isolated_candidate,1097.7671793868196,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N156,7,1,dense_candidate,small_or_isolated_candidate,1098.6437463276457,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N126,7,1,dense_candidate,small_or_isolated_candidate,1101.5884612399811,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N353,7,1,dense_candidate,small_or_isolated_candidate,1107.1341449523356,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N295,7,1,dense_candidate,small_or_isolated_candidate,1130.2777421722615,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N120,7,1,dense_candidate,small_or_isolated_candidate,1155.6696695857315,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N240,7,1,dense_candidate,small_or_isolated_candidate,1157.0720134715116,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N119,7,1,dense_candidate,small_or_isolated_candidate,1160.2792516965203,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N348,7,1,dense_candidate,small_or_isolated_candidate,1161.329120734804,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N29,7,1,dense_candidate,small_or_isolated_candidate,1167.7599286905202,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N121,7,1,dense_candidate,small_or_isolated_candidate,1171.489690480016,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N335,7,1,dense_candidate,small_or_isolated_candidate,1171.715103726317,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N314,7,1,dense_candidate,small_or_isolated_candidate,1184.5299390873163,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N334,7,1,dense_candidate,small_or_isolated_candidate,1192.240172834583,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N305,7,1,dense_candidate,small_or_isolated_candidate,1205.8136503490157,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N346,7,1,dense_candidate,small_or_isolated_candidate,1207.4860733044725,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N297,7,1,dense_candidate,small_or_isolated_candidate,1218.7861777181847,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N337,7,1,dense_candidate,small_or_isolated_candidate,1224.7521118365175,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N336,7,1,dense_candidate,small_or_isolated_candidate,1224.9770080009068,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N338,7,1,dense_candidate,small_or_isolated_candidate,1225.440913690401,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N347,7,1,dense_candidate,small_or_isolated_candidate,1227.2874734645143,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N268,7,1,dense_candidate,small_or_isolated_candidate,1245.7268794523186,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N270,7,1,dense_candidate,small_or_isolated_candidate,1246.4791466860652,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N269,7,1,dense_candidate,small_or_isolated_candidate,1247.5465017539193,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N267,7,1,dense_candidate,small_or_isolated_candidate,1248.5753964359944,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N313,7,1,dense_candidate,small_or_isolated_candidate,1249.2204048522883,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N335,7,1,dense_candidate,small_or_isolated_candidate,1252.7611550603576,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N296,7,1,dense_candidate,small_or_isolated_candidate,1258.7687205185082,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N314,7,1,dense_candidate,small_or_isolated_candidate,1265.4611139638828,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N304,7,1,dense_candidate,small_or_isolated_candidate,1266.1819750757636,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N255,7,1,dense_candidate,small_or_isolated_candidate,1273.8054200896631,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N247,7,1,dense_candidate,small_or_isolated_candidate,1280.8125493840992,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N346,7,1,dense_candidate,small_or_isolated_candidate,1282.404109460511,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N261,7,1,dense_candidate,small_or_isolated_candidate,1282.9114637810176,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N282,7,1,dense_candidate,small_or_isolated_candidate,1282.9463087570896,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N305,7,1,dense_candidate,small_or_isolated_candidate,1284.1183606893508,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N257,7,1,dense_candidate,small_or_isolated_candidate,1294.0062015121164,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N315,7,1,dense_candidate,small_or_isolated_candidate,1294.1913134741158,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N297,7,1,dense_candidate,small_or_isolated_candidate,1295.3522343675145,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N293,7,1,dense_candidate,small_or_isolated_candidate,1296.8300300842966,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N286,7,1,dense_candidate,small_or_isolated_candidate,1297.214329591144,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N336,7,1,dense_candidate,small_or_isolated_candidate,1298.301487006166,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N254,7,1,dense_candidate,small_or_isolated_candidate,1298.8269582844816,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N347,7,1,dense_candidate,small_or_isolated_candidate,1301.5182268252215,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N337,7,1,dense_candidate,small_or_isolated_candidate,1302.2414730632775,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N338,7,1,dense_candidate,small_or_isolated_candidate,1303.1192924181223,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N351,7,1,dense_candidate,small_or_isolated_candidate,1304.3718799926664,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N262,7,1,dense_candidate,small_or_isolated_candidate,1305.941094080621,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N258,7,1,dense_candidate,small_or_isolated_candidate,1310.0778159496115,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N253,7,1,dense_candidate,small_or_isolated_candidate,1312.5015739585185,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N252,7,1,dense_candidate,small_or_isolated_candidate,1323.5373860232298,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N313,7,1,dense_candidate,small_or_isolated_candidate,1325.8929176785878,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N243,7,1,dense_candidate,small_or_isolated_candidate,1328.6890226583164,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N244,7,1,dense_candidate,small_or_isolated_candidate,1331.3981086386864,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N251,7,1,dense_candidate,small_or_isolated_candidate,1333.2439395889419,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N288,7,1,dense_candidate,small_or_isolated_candidate,1334.46709197358,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N294,7,1,dense_candidate,small_or_isolated_candidate,1334.6622646296607,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N241,7,1,dense_candidate,small_or_isolated_candidate,1335.3310859173887,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N296,7,1,dense_candidate,small_or_isolated_candidate,1335.8152094756117,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N242,7,1,dense_candidate,small_or_isolated_candidate,1336.7786761005357,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N304,7,1,dense_candidate,small_or_isolated_candidate,1341.531413200896,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N245,7,1,dense_candidate,small_or_isolated_candidate,1343.839190945485,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N315,7,1,dense_candidate,small_or_isolated_candidate,1371.992609063717,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N246,7,1,dense_candidate,small_or_isolated_candidate,1396.6173310558352,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N248,7,1,dense_candidate,small_or_isolated_candidate,1404.9677596575937,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N249,7,1,dense_candidate,small_or_isolated_candidate,1433.1380906232407,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N318,7,1,dense_candidate,small_or_isolated_candidate,1439.1115254670638,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C11,N320,7,1,dense_candidate,small_or_isolated_candidate,1509.5035958061007,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N318,7,1,dense_candidate,small_or_isolated_candidate,1517.1905763421692,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C10,N320,7,1,dense_candidate,small_or_isolated_candidate,1588.0672657994921,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N186,7,1,dense_candidate,small_or_isolated_candidate,1595.1453236162606,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N185,7,1,dense_candidate,small_or_isolated_candidate,1599.7802826897544,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N361,7,1,dense_candidate,small_or_isolated_candidate,1602.5264970284486,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N184,7,1,dense_candidate,small_or_isolated_candidate,1628.8640658181941,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N206,7,1,dense_candidate,small_or_isolated_candidate,1652.4220447661532,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N207,7,1,dense_candidate,small_or_isolated_candidate,1653.0141313548447,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C16,N200,7,1,dense_candidate,small_or_isolated_candidate,1656.0729857726674,FALSE,TRUE,FALSE,0.8,FALSE,NA,FALSE,all_pairs_combn
C5,N76,6,1,dense_candidate,small_or_isolated_candidate,26.205445366130878,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N183,6,1,dense_candidate,small_or_isolated_candidate,30.77943601009497,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N367,6,1,dense_candidate,small_or_isolated_candidate,31.75037556931925,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N368,6,1,dense_candidate,small_or_isolated_candidate,32.01931945547582,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N356,6,1,dense_candidate,small_or_isolated_candidate,33.5055789685735,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N359,6,1,dense_candidate,small_or_isolated_candidate,44.04863132444102,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N158,6,1,dense_candidate,small_or_isolated_candidate,52.67609009308219,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N358,6,1,dense_candidate,small_or_isolated_candidate,53.35732003200738,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N174,6,1,dense_candidate,small_or_isolated_candidate,67.49965048985545,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N103,6,1,dense_candidate,small_or_isolated_candidate,80.46910026014059,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N77,6,1,dense_candidate,small_or_isolated_candidate,91.63705722266549,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N179,6,1,dense_candidate,small_or_isolated_candidate,97.27950238133087,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N78,6,1,dense_candidate,small_or_isolated_candidate,98.53856032238622,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N100,6,1,dense_candidate,small_or_isolated_candidate,101.17632387191026,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N353,6,1,dense_candidate,small_or_isolated_candidate,106.594978283564,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N126,6,1,dense_candidate,small_or_isolated_candidate,111.64068852164552,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N21,6,1,dense_candidate,small_or_isolated_candidate,126.99385055183751,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N79,6,1,dense_candidate,small_or_isolated_candidate,129.97523636587036,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N150,6,1,dense_candidate,small_or_isolated_candidate,133.01340066321515,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N84,6,1,dense_candidate,small_or_isolated_candidate,161.46002903884363,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N89,6,1,dense_candidate,small_or_isolated_candidate,162.786197700684,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N83,6,1,dense_candidate,small_or_isolated_candidate,164.66359880833423,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N82,6,1,dense_candidate,small_or_isolated_candidate,166.72674057944542,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N81,6,1,dense_candidate,small_or_isolated_candidate,167.84004347880827,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N88,6,1,dense_candidate,small_or_isolated_candidate,176.09176761189673,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N80,6,1,dense_candidate,small_or_isolated_candidate,180.658431742234,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N86,6,1,dense_candidate,small_or_isolated_candidate,181.89651884158758,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N87,6,1,dense_candidate,small_or_isolated_candidate,183.3566322863579,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N29,6,1,dense_candidate,small_or_isolated_candidate,206.54967574716753,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N173,6,1,dense_candidate,small_or_isolated_candidate,206.80268496159502,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N154,6,1,dense_candidate,small_or_isolated_candidate,230.00707231390146,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N156,6,1,dense_candidate,small_or_isolated_candidate,233.92365579393302,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N155,6,1,dense_candidate,small_or_isolated_candidate,239.5758629323612,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N120,6,1,dense_candidate,small_or_isolated_candidate,250.67280056613717,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N119,6,1,dense_candidate,small_or_isolated_candidate,252.68427455605226,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N121,6,1,dense_candidate,small_or_isolated_candidate,253.00939674634176,FALSE,TRUE,TRUE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N240,6,1,dense_candidate,small_or_isolated_candidate,351.23258483106946,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N323,6,1,dense_candidate,small_or_isolated_candidate,374.46395241220796,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N333,6,1,dense_candidate,small_or_isolated_candidate,402.91753134925125,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N324,6,1,dense_candidate,small_or_isolated_candidate,416.01185927569986,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N239,6,1,dense_candidate,small_or_isolated_candidate,430.38489321356496,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N350,6,1,dense_candidate,small_or_isolated_candidate,444.99113856402664,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N332,6,1,dense_candidate,small_or_isolated_candidate,458.04360439647354,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N349,6,1,dense_candidate,small_or_isolated_candidate,477.0459794555938,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N230,6,1,dense_candidate,small_or_isolated_candidate,481.19545491621994,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
C5,N317,6,1,dense_candidate,small_or_isolated_candidate,504.3697132258606,FALSE,TRUE,FALSE,0.7,FALSE,NA,FALSE,all_pairs_combn
